rank,lat_cell,lon_cell,records,active_days,priority_score_0_100,police_station,junction,peak_hour_IST,peak_hour_count,peak_hour_share,top_weekday,avg_violation_severity_1_5,avg_vehicle_obstruction_1_5,top_violations,top_vehicle_types,sample_location
291,12.977,77.591,103,12,27.85,Cubbon Park,BTP041 - Gopal Gowda Circle,02:00-02:59,66,0.6408,Monday,2.23,1.16,NO PARKING (101); PARKING IN A MAIN ROAD (8); WRONG PARKING (2),SCOOTER (50); MOTOR CYCLE (44); CAR (8),"Dr Ambedkar Road, Shanthaveri Gopalagowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
292,12.968,77.578,105,33,27.83,City Market,BTP082 - KR Market Junction,10:00-10:59,31,0.2952,Tuesday,2.06,1.72,WRONG PARKING (105); DEFECTIVE NUMBER PLATE (1); PARKING IN A MAIN ROAD (1),SCOOTER (50); MOPED (11); MOTOR CYCLE (11),"Avenue Road, Avenue Circle, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)"
293,13.007,77.527,103,52,27.81,Rajajinagar,No Junction,04:00-04:59,18,0.1748,Monday,4.13,2.94,NO PARKING (89); PARKING IN A MAIN ROAD (73); WRONG PARKING (14),LGV (22); CAR (19); HGV (19),"Dr Rajkumar Puniya Bhoomi Road, Narasimhaswamy Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (India)"
294,12.989,77.538,142,37,27.8,Vijayanagara,BTP208 - Havanur Circle,10:00-10:59,28,0.1972,Monday,2.15,1.64,WRONG PARKING (139); PARKING IN A MAIN ROAD (7); NO PARKING (5),SCOOTER (70); CAR (43); MOTOR CYCLE (24),"Dr Siddaiah Puranik Marg, Havanur Circle, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)"
295,13.013,77.555,299,95,27.69,Malleshwaram,No Junction,11:00-11:59,58,0.194,Saturday,2.04,2.25,NO PARKING (164); WRONG PARKING (136); DEFECTIVE NUMBER PLATE (5),PASSENGER AUTO (121); CAR (51); SCOOTER (48),"Chord Road, World Trade Centre, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)"
296,12.942,77.571,109,43,27.66,Basavanagudi,BTP108 - Tagore Park Junction,10:00-10:59,23,0.211,Thursday,2.0,1.45,WRONG PARKING (105); NO PARKING (4); DEFECTIVE NUMBER PLATE (1),SCOOTER (70); CAR (20); MOTOR CYCLE (14),"Sri DV Gundappa Road, Shopper Junction, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)"
297,12.983,77.609,321,29,27.65,Shivajinagar,BTP051 - Safina Plaza Junction,09:00-09:59,101,0.3146,Saturday,2.0,1.02,WRONG PARKING (318); DEFECTIVE NUMBER PLATE (18); NO PARKING (3),SCOOTER (274); MOTOR CYCLE (42); PASSENGER AUTO (4),"Laxmana Mudaliar Street, Nethaji Subhas Chadra Bose Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)"
298,12.842,77.646,703,75,27.58,Electronic City,No Junction,13:00-13:59,234,0.3329,Sunday,2.01,1.29,WRONG PARKING (529); NO PARKING (174); DEFECTIVE NUMBER PLATE (11),SCOOTER (341); MOTOR CYCLE (266); CAR (49),"Neeladri Road, Ajmera Annex, Karuna Nagar, Doddathogur, Bengaluru, Karnataka. Pin-560100 (India)"
299,12.99,77.538,102,31,27.55,Vijayanagara,BTP208 - Havanur Circle,10:00-10:59,28,0.2745,Friday,2.06,1.83,WRONG PARKING (95); NO PARKING (10); DEFECTIVE NUMBER PLATE (2),SCOOTER (46); CAR (38); MOTOR CYCLE (14),"Dr Siddaiah Puranik Marg, Block 4 Stage 3, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)"
300,12.96,77.577,102,23,27.55,City Market,BTP104 - Medical College Circle,08:00-08:59,22,0.2157,Friday,2.21,2.44,WRONG PARKING (102); PARKING IN A MAIN ROAD (7); NO PARKING (6),TOURIST BUS (15); SCOOTER (14); GOODS AUTO (13),"Sri Jalakanteshwara Swami Temple Road, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)"
301,12.981,77.607,100,34,27.5,Shivajinagar,BTP051 - Safina Plaza Junction,11:00-11:59,19,0.19,Sunday,2.2,1.82,NO PARKING (52); WRONG PARKING (49); DEFECTIVE NUMBER PLATE (5),SCOOTER (41); CAR (33); MOTOR CYCLE (17),"Hospital Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
302,12.975,77.548,128,38,27.47,Vijayanagara,BTP069 - MC Circle,10:00-10:59,21,0.1641,Monday,2.11,1.69,WRONG PARKING (85); NO PARKING (43); PARKING IN A MAIN ROAD (4),SCOOTER (54); MOTOR CYCLE (27); CAR (26),"Chord Road, Shri Balagangadharanath Swamiji Circle, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)"
303,12.97,77.575,107,35,27.4,City Market,BTP043 - Upparpet Junction,07:00-07:59,23,0.215,Saturday,2.11,1.68,WRONG PARKING (89); NO PARKING (21); PARKING IN A MAIN ROAD (4),SCOOTER (48); PASSENGER AUTO (22); MOTOR CYCLE (18),"Old Tharagupete Cross Road, Chickpet Circle, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)"
304,12.939,77.696,122,51,27.4,HAL Old Airport,No Junction,04:00-04:59,32,0.2623,Wednesday,3.93,2.59,WRONG PARKING (81); PARKING IN A MAIN ROAD (74); NO PARKING (51),CAR (36); PASSENGER AUTO (34); SCOOTER (15),"Panathur Main Road, Indiqube Alpha, Reddy Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)"
305,12.984,77.549,137,28,27.26,Magadi Road,"BTP024 - NPS, Vijayanagar",07:00-07:59,34,0.2482,Saturday,2.25,1.59,WRONG PARKING (75); NO PARKING (62); PARKING IN A MAIN ROAD (11),SCOOTER (71); CAR (28); MOTOR CYCLE (19),"Pramukh Swami Maharaj Road, Pride Pavilion Stage 1 Phase 6, Sri Mahaganapathi Nagar, Rajaji Nagar, Bengaluru, Karnataka."
306,12.927,77.551,255,29,27.15,Banashankari,BTP155 - Katriguppe Junction,11:00-11:59,55,0.2157,Wednesday,2.22,1.2,NO PARKING (248); PARKING IN A MAIN ROAD (19); WRONG PARKING (7),SCOOTER (179); MOTOR CYCLE (47); CAR (24),"Dr Vishwesha Teertha Swamy Gala Road, Kathriguppe Circle, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)"
307,13.001,77.677,407,57,27.08,Banaswadi,No Junction,01:00-01:59,112,0.2752,Thursday,2.69,2.68,NO PARKING (270); WRONG PARKING (139); PARKING IN A MAIN ROAD (86),PASSENGER AUTO (212); CAR (150); MOTOR CYCLE (10),"MBT Road, Kotturu, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)"
308,12.965,77.718,825,62,27.08,HAL Old Airport,No Junction,07:00-07:59,148,0.1794,Tuesday,2.03,2.16,WRONG PARKING (760); NO PARKING (65); DEFECTIVE NUMBER PLATE (24),MAXI-CAB (253); SCOOTER (163); PASSENGER AUTO (160),"ITPL Main Road, Brigade Tech Gardens, Brookefield, Bengaluru, Karnataka. Pin-560037 (India)"
309,12.909,77.601,110,22,27.04,Mico Layout,BTP130 - GD Mara Junction,11:00-11:59,45,0.4091,Sunday,2.11,1.4,NO PARKING (99); WRONG PARKING (11); DEFECTIVE NUMBER PLATE (4),SCOOTER (56); MOTOR CYCLE (30); PASSENGER AUTO (13),"1st Cross Road, GD Mara Slum, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)"
310,12.974,77.574,114,24,26.99,Upparpet,BTP043 - Upparpet Junction,05:00-05:59,23,0.2018,Wednesday,2.11,2.26,WRONG PARKING (78); NO PARKING (37); PARKING IN A MAIN ROAD (4),CAR (45); SCOOTER (28); PASSENGER AUTO (18),"Dharmambudi Kere Road, Upparpet Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)"
311,12.995,77.552,126,25,26.92,Rajajinagar,"BTP182 - 19th Main Junction, Rajajinagar",05:00-05:59,44,0.3492,Saturday,2.0,1.54,WRONG PARKING (100); NO PARKING (26),SCOOTER (71); MOTOR CYCLE (24); CAR (15),"19th Main Road, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
312,12.986,77.553,137,40,26.9,Rajajinagar,BTP061 - Bhashyam Circle,05:00-05:59,24,0.1752,Thursday,2.0,1.35,NO PARKING (91); WRONG PARKING (46); DEFECTIVE NUMBER PLATE (2),SCOOTER (67); MOTOR CYCLE (44); CAR (19),"Vatal Nagaraj Road, Bescom Employees House Building Cooperative Society, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 "
313,12.936,77.692,364,55,26.89,HAL Old Airport,No Junction,04:00-04:59,105,0.2885,Wednesday,3.18,2.09,WRONG PARKING (243); NO PARKING (148); PARKING IN A MAIN ROAD (136),MAXI-CAB (94); SCOOTER (76); PASSENGER AUTO (70),"Outer Ring Road, Rajiv Nagar, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)"
314,12.908,77.601,117,26,26.86,Mico Layout,BTP130 - GD Mara Junction,06:00-06:59,40,0.3419,Thursday,2.08,1.4,NO PARKING (115); DEFECTIVE NUMBER PLATE (6); PARKING IN A MAIN ROAD (3),SCOOTER (66); MOTOR CYCLE (25); PASSENGER AUTO (17),"1st Cross Road, Sarakki Industrial Layout, JP Nagar Phase 3, Bengaluru, Karnataka. Pin-560078 (India)"
315,12.962,77.596,216,20,26.8,Ashok Nagar,"BTP101 - Blood Bank Circle, KH Road",03:00-03:59,95,0.4398,Tuesday,2.0,1.0,NO PARKING (194); WRONG PARKING (22); DEFECTIVE NUMBER PLATE (6),SCOOTER (178); MOTOR CYCLE (38),"Andree Road, Bheemanna Garden, Shanti Nagar, Bengaluru, Karnataka. Pin-560027 (India)"
316,12.957,77.577,107,34,26.77,City Market,BTP118 - Basappa Circle,09:00-09:59,23,0.215,Wednesday,2.03,1.56,WRONG PARKING (66); NO PARKING (41); DEFECTIVE NUMBER PLATE (5),SCOOTER (53); PASSENGER AUTO (24); MOTOR CYCLE (13),"Kalasipalyam Main Road, Basappa Circle, VV Puram, Bengaluru, Karnataka. Pin-560004 (India)"
317,12.999,77.548,123,12,26.62,Rajajinagar,BTP027 - Modi Bridge Junction,07:00-07:59,73,0.5935,Friday,2.0,1.05,WRONG PARKING (112); NO PARKING (11),SCOOTER (71); MOTOR CYCLE (34); MOPED (15),"3rd Main Road, Star Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
318,12.957,77.702,173,75,26.62,HAL Old Airport,No Junction,11:00-11:59,39,0.2254,Monday,2.58,2.58,WRONG PARKING (96); NO PARKING (83); PARKING IN A MAIN ROAD (30),CAR (50); SCOOTER (37); BUS (BMTC/KSRTC) (28),"HAL Airport Road, Ashwath Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)"
319,12.972,77.581,194,33,26.6,Halasuru Gate,BTP038 - Mysore Bank Junction,11:00-11:59,39,0.201,Saturday,2.07,1.21,NO PARKING (116); WRONG PARKING (78); DEFECTIVE NUMBER PLATE (8),SCOOTER (127); MOTOR CYCLE (38); PASSENGER AUTO (12),"Avenue Road, Mysore Bank Circle, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)"
320,12.972,77.58,173,31,26.57,Upparpet,BTP038 - Mysore Bank Junction,10:00-10:59,38,0.2197,Sunday,2.02,1.39,NO PARKING (111); WRONG PARKING (62); DEFECTIVE NUMBER PLATE (5),SCOOTER (113); MOTOR CYCLE (25); CAR (15),"Hospital Road, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)"
321,12.981,77.597,124,24,26.56,Cubbon Park,BTP042 - Minsk Square Junction (CTO),04:00-04:59,42,0.3387,Friday,2.06,1.4,NO PARKING (87); WRONG PARKING (37); DEFECTIVE NUMBER PLATE (4),SCOOTER (64); MOTOR CYCLE (30); PASSENGER AUTO (23),"Queens Road, Coffee Board Junction, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
322,12.931,77.686,240,61,26.54,HAL Old Airport,No Junction,08:00-08:59,80,0.3333,Thursday,2.6,2.65,NO PARKING (189); WRONG PARKING (77); PARKING IN A MAIN ROAD (43),CAR (85); PASSENGER AUTO (75); MAXI-CAB (46),"Outer Ring Road, Shilpitha Tech Park, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)"
323,12.953,77.541,146,34,26.54,Byatarayanapura,BTP096 - Gali Anjaneya Temple,01:00-01:59,21,0.1438,Sunday,2.18,1.41,NO PARKING (101); WRONG PARKING (45); PARKING IN A MAIN ROAD (9),SCOOTER (73); MOTOR CYCLE (37); CAR (21),"Mysore Road, YR Vasudeva Bhattacharya Layout, Byatarayanapura New Extension, Bengaluru, Karnataka. Pin-560026 (India)"
324,12.939,77.584,303,23,26.51,Wilson Garden,"BTP186 - 9th Cross, 4th Main, Jayanagar",03:00-03:59,85,0.2805,Monday,2.0,1.11,WRONG PARKING (236); NO PARKING (67); DEFECTIVE NUMBER PLATE (8),SCOOTER (224); MOTOR CYCLE (61); CAR (14),"9th Main Road, Block 2, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)"
325,12.992,77.588,206,36,26.5,High ground,BTP032 - Windsor Circle,03:00-03:59,39,0.1893,Saturday,2.0,1.07,WRONG PARKING (200); NO PARKING (6),SCOOTER (172); MOTOR CYCLE (28); CAR (4),"Palace Road, Thulasi Thottam, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
326,12.971,77.647,227,54,26.49,Jeevanbheemanagar,No Junction,10:00-10:59,41,0.1806,Sunday,3.59,2.43,NO PARKING (146); WRONG PARKING (144); PARKING IN A MAIN ROAD (104),CAR (140); SCOOTER (28); PASSENGER AUTO (14),"Sir CV Raman Hospital Road, The Junction, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)"
327,12.929,77.581,227,27,26.48,Jayanagara,"BTP188 - 27th Cross, 4th Main, Jayanagar",08:00-08:59,56,0.2467,Tuesday,2.01,1.27,NO PARKING (218); WRONG PARKING (9); DEFECTIVE NUMBER PLATE (7),SCOOTER (148); MOTOR CYCLE (38); CAR (22),"5th Main Road, Shri Vinayaka Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)"
328,13.006,77.686,508,66,26.47,K.R. Pura,No Junction,10:00-10:59,99,0.1949,Thursday,2.34,2.3,WRONG PARKING (402); NO PARKING (106); PARKING IN A MAIN ROAD (44),CAR (238); SCOOTER (125); MOTOR CYCLE (64),"MBT Road, SM Layout, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)"
329,13.001,77.571,263,74,26.3,Malleshwaram,No Junction,10:00-10:59,86,0.327,Sunday,2.02,2.47,WRONG PARKING (148); NO PARKING (116); DEFECTIVE NUMBER PLATE (3),CAR (131); PASSENGER AUTO (74); SCOOTER (38),"Sri Venkataranga Ayangar Road, Acharya Sri Ramanuja Circle, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)"
330,12.974,77.614,236,73,26.29,Halasur,No Junction,04:00-04:59,65,0.2754,Saturday,2.09,2.8,NO PARKING (234); PARKING IN A MAIN ROAD (7); WRONG PARKING (6),CAR (87); MAXI-CAB (74); PASSENGER AUTO (60),"Mahatma Gandhi Road, WEBBS Circle Junction, Ashok Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
331,12.935,77.616,153,29,26.27,Adugodi,BTP135 - UCO Bank Junction,08:00-08:59,25,0.1634,Wednesday,2.03,1.72,NO PARKING (129); WRONG PARKING (24); DEFECTIVE NUMBER PLATE (11),SCOOTER (79); CAR (52); MOTOR CYCLE (17),"1st Cross Road, KHB Colony, Block 5, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)"
332,12.971,77.712,236,63,26.26,HAL Old Airport,No Junction,03:00-03:59,74,0.3136,Monday,2.52,2.62,NO PARKING (128); WRONG PARKING (111); PARKING IN A MAIN ROAD (41),CAR (131); MAXI-CAB (49); MOTOR CYCLE (22),"ITPL Main Road, Sterling Brook Side Apartment, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)"
333,12.972,77.712,254,58,26.22,HAL Old Airport,No Junction,03:00-03:59,47,0.185,Monday,3.02,2.76,WRONG PARKING (139); NO PARKING (125); PARKING IN A MAIN ROAD (86),CAR (153); MAXI-CAB (41); PASSENGER AUTO (19),"ITPL Main Road, SJR Brooklyn Apartment, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)"
334,12.973,77.616,207,69,26.17,Halasur,No Junction,04:00-04:59,79,0.3816,Thursday,2.01,2.7,NO PARKING (206); DEFECTIVE NUMBER PLATE (3); USING BLACK FILM/OTHER MATERIALS (1),PASSENGER AUTO (81); MAXI-CAB (66); CAR (45),"Mahatma Gandhi Road, Mittal Towers, Yellappa Chetty Layout, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India"
335,12.93,77.686,197,53,26.13,HAL Old Airport,No Junction,08:00-08:59,75,0.3807,Thursday,2.72,2.74,NO PARKING (150); WRONG PARKING (78); PARKING IN A MAIN ROAD (39),PASSENGER AUTO (68); CAR (67); MAXI-CAB (51),"Outer Ring Road, Vajram Esteva, Devara Beesana Halli, Bengaluru, Karnataka. Pin-560103 (India)"
336,12.939,77.697,250,72,26.12,HAL Old Airport,No Junction,08:00-08:59,29,0.116,Monday,3.12,1.97,WRONG PARKING (148); NO PARKING (130); PARKING IN A MAIN ROAD (90),SCOOTER (75); CAR (51); MOTOR CYCLE (48),"Panathur Main Road, Darshan Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)"
337,13.015,77.555,159,34,26.08,Malleshwaram,No Junction,11:00-11:59,34,0.2138,Saturday,4.17,2.81,NO PARKING (147); PARKING IN A MAIN ROAD (114); WRONG PARKING (18),CAR (94); PASSENGER AUTO (50); MAXI-CAB (6),"Mumbai Bengaluru Highway, WTC Annexe, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)"
338,12.94,77.573,140,15,26.0,Basavanagudi,BTP109 - Dewan Madhava Rao Junction,04:00-04:59,54,0.3857,Thursday,2.0,1.51,NO PARKING (128); WRONG PARKING (12),SCOOTER (83); CAR (26); MOTOR CYCLE (23),"Nettakallappa Circle, Nattakallappa Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)"
339,12.974,77.615,246,69,25.94,Halasur,No Junction,04:00-04:59,68,0.2764,Friday,2.1,2.83,NO PARKING (244); PARKING IN A MAIN ROAD (7); WRONG PARKING (6),CAR (111); PASSENGER AUTO (72); MAXI-CAB (56),"Mahatma Gandhi Road, WEBBS Circle Junction, Ashok Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
340,12.977,77.545,243,27,25.92,Vijayanagara,BTP068 - Veeresh Theatre Junction,11:00-11:59,53,0.2181,Sunday,2.02,1.05,NO PARKING (207); WRONG PARKING (36); DEFECTIVE NUMBER PLATE (6),SCOOTER (126); MOTOR CYCLE (109); CAR (5),"1st Cross Road, Sindhya Sunshine Apartment, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)"
341,12.914,77.607,107,25,25.91,Mico Layout,"BTP163 - 16th Main Road, BTM Layout",12:00-12:59,20,0.1869,Thursday,2.0,1.92,NO PARKING (106); WRONG PARKING (1),SCOOTER (44); CAR (37); MOTOR CYCLE (15),"7th Cross Road, MICO Employees House Building Cooperative Society, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 "
342,12.983,77.549,139,23,25.86,Magadi Road,"BTP024 - NPS, Vijayanagar",04:00-04:59,19,0.1367,Saturday,2.02,2.12,WRONG PARKING (121); NO PARKING (18); PARKING IN A MAIN ROAD (1),CAR (50); SCOOTER (40); MOTOR CYCLE (20),"Pramukh Swami Maharaj Road, Industrial Town, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
343,13.005,77.685,411,71,25.84,K.R. Pura,No Junction,07:00-07:59,72,0.1752,Tuesday,2.38,2.08,WRONG PARKING (265); NO PARKING (148); PARKING IN A MAIN ROAD (34),CAR (119); SCOOTER (107); MOTOR CYCLE (78),"MBT Road, SM Layout, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)"
344,12.973,77.55,117,27,25.84,Magadi Road,"BTP070 - Cholurpalya Junction, Magadi Road",03:00-03:59,23,0.1966,Monday,2.13,1.47,NO PARKING (87); WRONG PARKING (30); DEFECTIVE NUMBER PLATE (9),SCOOTER (70); PASSENGER AUTO (25); MOTOR CYCLE (13),"1st Cross Road, Vidyaranya Nagar, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)"
345,12.892,77.638,249,63,25.8,HSR Layout,No Junction,02:00-02:59,94,0.3775,Friday,2.42,2.17,WRONG PARKING (244); DOUBLE PARKING (23); PARKING ON FOOTPATH (17),CAR (111); SCOOTER (48); MOTOR CYCLE (36),"Hosur Road, Ozone Manay Tech Park, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)"
346,12.961,77.529,342,16,25.78,Byatarayanapura,BTP017 - Attiguppe Circle,11:00-11:59,91,0.2661,Wednesday,2.01,1.12,WRONG PARKING (335); NO PARKING (38); PARKING ON FOOTPATH (3),SCOOTER (217); MOTOR CYCLE (105); CAR (13),"4th Main Road, KPA Block, Chandra Layout Stage 2, Bengaluru, Karnataka. Pin-560040 (India)"
347,12.957,77.575,111,23,25.73,V.V.Puram (C.Pet),BTP105 - Shivasankara Circle,03:00-03:59,39,0.3514,Wednesday,2.0,1.13,NO PARKING (65); WRONG PARKING (46),SCOOTER (83); MOTOR CYCLE (19); PASSENGER AUTO (8),"Kondajji Basappa Road, Parvatipuram, VV Puram, Bengaluru, Karnataka. Pin-560004 (India)"
348,12.932,77.688,269,41,25.71,HAL Old Airport,No Junction,06:00-06:59,72,0.2677,Thursday,3.28,2.77,WRONG PARKING (210); NO PARKING (136); PARKING IN A MAIN ROAD (112),CAR (132); PASSENGER AUTO (85); MAXI-CAB (38),"Outer Ring Road, Vajram Onyx, Devara Beesana Halli, Bengaluru, Karnataka. Pin-560103 (India)"
349,13.01,77.697,187,62,25.65,K.R. Pura,No Junction,11:00-11:59,34,0.1818,Sunday,3.14,2.29,WRONG PARKING (138); PARKING IN A MAIN ROAD (71); NO PARKING (58),CAR (81); PASSENGER AUTO (26); MOTOR CYCLE (25),"MBT Road, YSM Layout, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)"
350,13.0,77.611,508,72,25.6,Pulikeshinagar(F.Town),No Junction,11:00-11:59,120,0.2362,Tuesday,2.18,1.5,NO PARKING (462); PARKING ON FOOTPATH (81); WRONG PARKING (47),SCOOTER (287); PASSENGER AUTO (96); MOTOR CYCLE (75),"Robertson Road, Sri Ramakrishnappa Circle, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)"
351,12.93,77.581,121,15,25.55,Jayanagara,"BTP188 - 27th Cross, 4th Main, Jayanagar",08:00-08:59,51,0.4215,Tuesday,2.01,1.17,NO PARKING (121); DEFECTIVE NUMBER PLATE (1); PARKING ON FOOTPATH (1),SCOOTER (82); MOTOR CYCLE (27); CAR (10),"5th Main Road, Shri Vinayaka Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)"
352,13.183,77.68,166,59,25.53,Chikkajala,No Junction,13:00-13:59,25,0.1506,Tuesday,2.92,3.01,NO PARKING (105); WRONG PARKING (61); PARKING IN A MAIN ROAD (47),CAR (109); MAXI-CAB (52); VAN (3),"Unnamed Road, Jagajothi Nagar, Muthugada Halli, Bengaluru, Karnataka. Pin-562157 (India)"
353,12.948,77.58,157,27,25.53,Basavanagudi,BTP184 - Lalbagh West Gate,03:00-03:59,30,0.1911,Monday,2.01,1.36,NO PARKING (103); WRONG PARKING (54); DEFECTIVE NUMBER PLATE (2),SCOOTER (94); MOTOR CYCLE (33); CAR (25),"RV Road, Lalbhagh West Gate Circle, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)"
354,12.933,77.688,322,47,25.49,HAL Old Airport,No Junction,07:00-07:59,63,0.1957,Thursday,3.12,2.65,NO PARKING (227); WRONG PARKING (188); PARKING IN A MAIN ROAD (119),PASSENGER AUTO (217); CAR (47); BUS (BMTC/KSRTC) (19),"Outer Ring Road, Vaswani Melrose, Chandana, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)"
355,12.971,77.537,145,24,25.48,Vijayanagara,"BTP022 - Marenahalli Junction, Vijayanagar",10:00-10:59,40,0.2759,Friday,2.01,1.16,WRONG PARKING (111); NO PARKING (34); DEFECTIVE NUMBER PLATE (12),SCOOTER (88); MOTOR CYCLE (44); CAR (8),"17th Cross Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)"
356,12.996,77.695,235,38,25.44,Mahadevapura,No Junction,11:00-11:59,65,0.2766,Sunday,3.65,2.38,NO PARKING (175); PARKING IN A MAIN ROAD (87); WRONG PARKING (63),PASSENGER AUTO (157); CAR (38); SCOOTER (25),"Whitefield Road, VR Mall, Dyavasandra Industrial Estate Phase 2, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)"
357,12.906,77.63,295,70,25.28,HSR Layout,No Junction,13:00-13:59,83,0.2814,Saturday,2.0,2.36,WRONG PARKING (268); NO PARKING (27); DEFECTIVE NUMBER PLATE (10),CAR (91); SCOOTER (65); LGV (48),"Hosapalya Main Road, BKL Colony, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)"
358,13.192,77.647,238,43,25.23,Chikkajala,No Junction,01:00-01:59,35,0.1471,Monday,3.39,2.95,NO PARKING (209); PARKING IN A MAIN ROAD (109); WRONG PARKING (31),CAR (157); MAXI-CAB (56); PRIVATE BUS (6),"Bengaluru Bellary Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)"
359,12.983,77.608,211,24,25.22,Shivajinagar,BTP051 - Safina Plaza Junction,09:00-09:59,48,0.2275,Tuesday,2.0,1.02,WRONG PARKING (197); DEFECTIVE NUMBER PLATE (20); NO PARKING (14),SCOOTER (172); MOTOR CYCLE (36); PASSENGER AUTO (2),"Jewellers Street, Quadrant Square, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)"
360,12.927,77.679,326,65,25.22,Bellandur,No Junction,02:00-02:59,89,0.273,Wednesday,2.04,2.53,NO PARKING (205); WRONG PARKING (124); PARKING IN A MAIN ROAD (4),PASSENGER AUTO (96); MAXI-CAB (89); CAR (80),"Outer Ring Road, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)"
361,13.011,77.554,220,84,25.15,Malleshwaram,No Junction,09:00-09:59,47,0.2136,Monday,2.04,1.93,WRONG PARKING (131); NO PARKING (94); DEFECTIVE NUMBER PLATE (5),SCOOTER (63); PASSENGER AUTO (54); CAR (47),"80 Feet Ring Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)"
362,12.952,77.717,199,36,25.03,Whitefield,No Junction,08:00-08:59,28,0.1407,Thursday,4.22,2.28,WRONG PARKING (178); PARKING IN A MAIN ROAD (133); NO PARKING (41),SCOOTER (49); CAR (42); PASSENGER AUTO (24),"Vibgyor High School Road, Samhita Rainbow MTB Apartment, Green Garden Layout, Munnekolala, Bengaluru, Karnataka. Pin-560"
363,13.031,77.536,227,64,25.01,Yeshwanthpura,No Junction,10:00-10:59,46,0.2026,Monday,2.78,2.12,WRONG PARKING (169); NO PARKING (64); PARKING IN A MAIN ROAD (48),CAR (82); SCOOTER (52); MOTOR CYCLE (45),"Mumbai Bengaluru Highway, Ramana Joythi Apartment, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-"
